episode_id,queue_id,customers,service_times,delay_times,predicted_wait,actual_wait
356,4,12,"[7, 25, 10, 16, 13, 20, 19, 16, 6, 17, 5, 20]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 45, 0, 0]",174,229.91689752865187
357,0,9,"[14, 14, 16, 15, 19, 11, 22, 17, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",153,152.14846139083508
357,1,1,[15],[0],15,18.937338934364753
357,2,1,[7],[0],7,9.587050307095389
357,3,3,"[7, 22, 19]","[0, 0, 0]",48,46.248572640320674
358,0,9,"[11, 14, 16, 17, 16, 25, 9, 19, 22]","[0, 0, 0, 38, 0, 0, 0, 0, 0]",149,188.61970527060487
358,1,10,"[20, 17, 9, 10, 24, 6, 11, 22, 7, 10]","[0, 5, 0, 0, 0, 53, 23, 0, 0, 0]",136,215.98826960324993
358,2,6,"[25, 11, 21, 9, 6, 18]","[0, 0, 0, 0, 0, 0]",90,87.58860446427246
358,3,8,"[5, 13, 15, 24, 14, 11, 17, 11]","[0, 0, 0, 0, 0, 30, 0, 29]",110,170.8874237945
358,4,10,"[14, 15, 16, 20, 7, 14, 10, 9, 12, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",133,133.6900668715984
359,0,3,"[21, 9, 20]","[0, 0, 0]",50,47.09606296662575
359,1,8,"[21, 5, 25, 5, 14, 17, 24, 24]","[0, 0, 0, 36, 0, 0, 0, 0]",135,172.8892395654275
359,2,4,"[8, 22, 21, 17]","[0, 0, 0, 0]",68,67.86758116544041
359,3,10,"[7, 10, 18, 23, 24, 10, 12, 13, 23, 11]","[11, 9, 0, 0, 0, 0, 0, 14, 0, 0]",151,188.11457916403862
359,4,10,"[9, 23, 15, 10, 8, 15, 5, 24, 22, 19]","[0, 0, 0, 0, 52, 0, 0, 0, 0, 32]",150,233.686906124569
359,5,7,"[20, 5, 7, 15, 8, 11, 6]","[0, 0, 0, 0, 0, 0, 15]",72,91.70761719786317
360,0,6,"[22, 13, 16, 18, 9, 15]","[0, 0, 0, 0, 0, 36]",93,133.2199005018335
360,1,9,"[8, 10, 12, 9, 5, 16, 5, 11, 25]","[0, 0, 0, 0, 0, 15, 15, 10, 0]",101,140.83124135199947
360,2,10,"[21, 11, 25, 25, 7, 17, 17, 23, 9, 21]","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0]",176,185.10833686469294
360,3,11,"[6, 7, 9, 23, 19, 25, 21, 10, 11, 13, 8]","[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 20]",152,176.20341123954103
360,4,4,"[16, 20, 8, 18]","[0, 0, 0, 0]",62,60.81642975850848
360,5,5,"[10, 16, 9, 6, 7]","[39, 0, 0, 14, 0]",48,98.56319678093482
361,0,11,"[5, 10, 14, 22, 5, 19, 8, 10, 7, 20, 16]","[0, 45, 0, 0, 0, 14, 0, 0, 0, 0, 0]",136,196.52828861302652
361,1,6,"[14, 21, 10, 16, 5, 13]","[0, 0, 0, 0, 0, 49]",79,127.12961375711932
361,2,5,"[19, 9, 15, 19, 24]","[0, 0, 0, 0, 0]",86,88.9694487877965
361,3,5,"[22, 7, 12, 7, 17]","[0, 0, 12, 0, 50]",65,125.2760835063866
361,4,3,"[13, 18, 15]","[0, 0, 0]",46,44.76035766090575
362,0,3,"[15, 6, 25]","[0, 0, 0]",46,43.815369870759405
362,1,1,[11],[0],11,8.12537167604551
362,2,5,"[22, 25, 8, 19, 20]","[0, 0, 15, 13, 0]",94,126.59553727404148
363,0,5,"[25, 19, 21, 12, 24]","[8, 0, 0, 0, 0]",101,112.55034548268274
363,1,4,"[22, 14, 12, 12]","[0, 0, 0, 0]",60,59.01518754224947
363,2,1,[17],[0],17,15.346685215670957
363,3,3,"[11, 18, 9]","[0, 22, 0]",38,64.14369835562037
363,4,7,"[15, 18, 9, 17, 5, 16, 12]","[0, 0, 38, 31, 0, 0, 0]",92,164.12297934433278
363,5,3,"[9, 20, 13]","[0, 0, 0]",42,40.57245310366103
364,0,6,"[20, 20, 19, 8, 7, 8]","[0, 0, 7, 0, 0, 0]",82,91.98487444525715
364,1,10,"[16, 13, 22, 16, 11, 14, 17, 8, 23, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",158,160.13232660113
364,2,7,"[8, 11, 10, 16, 10, 14, 7]","[0, 0, 0, 0, 0, 7, 0]",76,80.89158928971526
364,3,5,"[10, 21, 10, 20, 10]","[0, 0, 0, 0, 11]",71,82.76351190706166
364,4,4,"[24, 15, 16, 24]","[0, 0, 0, 0]",79,78.16060087866087
364,5,5,"[5, 19, 24, 13, 13]","[0, 0, 0, 0, 0]",74,71.68751358958806
365,0,4,"[10, 13, 11, 20]","[0, 0, 13, 0]",54,65.79531221495999
365,1,8,"[11, 8, 9, 24, 9, 17, 25, 23]","[0, 0, 0, 36, 0, 0, 0, 0]",126,165.79252968807484
365,2,12,"[18, 13, 22, 12, 5, 16, 5, 14, 24, 10, 25, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",180,177.96755884282263
365,3,11,"[12, 15, 12, 9, 13, 20, 12, 21, 17, 25, 21]","[0, 0, 0, 27, 0, 0, 29, 0, 0, 0, 0]",177,233.8841032223863
365,4,2,"[16, 6]","[53, 5]",22,78.50053009700318
365,5,11,"[8, 14, 22, 5, 14, 20, 11, 23, 11, 12, 10]","[0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5]",150,176.67555397505242
366,0,7,"[22, 11, 14, 7, 24, 12, 7]","[13, 0, 0, 0, 0, 0, 0]",97,107.7493732663405
366,1,12,"[20, 10, 19, 8, 25, 19, 15, 6, 5, 7, 9, 20]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25]",163,191.23563385912226
366,2,3,"[12, 7, 19]","[0, 0, 10]",38,50.19564958782573
366,3,12,"[10, 20, 16, 15, 22, 12, 15, 17, 24, 17, 10, 16]","[0, 0, 0, 0, 0, 0, 0, 33, 30, 0, 0, 0]",194,261.65596577339386
366,4,12,"[19, 25, 10, 14, 14, 20, 20, 16, 19, 16, 20, 12]","[0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]",205,240.48108502860157
367,0,5,"[12, 6, 23, 23, 12]","[0, 0, 10, 0, 7]",76,95.34384653879428
367,1,4,"[9, 23, 15, 14]","[0, 0, 0, 0]",61,64.3649552249217
367,2,5,"[12, 8, 17, 5, 17]","[0, 42, 0, 0, 0]",59,100.03064715654675
367,3,8,"[14, 5, 14, 21, 7, 15, 8, 11]","[0, 0, 0, 0, 0, 0, 0, 0]",95,96.87078161502797
367,4,12,"[11, 7, 17, 10, 10, 17, 23, 10, 21, 14, 19, 14]","[0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7]",173,191.38817028171061
367,5,3,"[7, 7, 11]","[0, 0, 0]",25,26.342370857032346
368,0,5,"[21, 12, 9, 12, 15]","[8, 0, 9, 0, 0]",69,86.29487148658433
368,1,4,"[22, 12, 20, 10]","[0, 0, 0, 12]",64,78.70765681565197
368,2,4,"[19, 25, 25, 12]","[0, 0, 0, 37]",81,122.11623686500727
369,0,9,"[11, 25, 13, 14, 9, 14, 17, 25, 16]","[0, 0, 0, 8, 0, 0, 0, 0, 0]",144,155.2019266743506
369,1,6,"[15, 13, 25, 19, 11, 8]","[0, 0, 0, 12, 23, 0]",91,125.69093924376241
369,2,7,"[22, 10, 17, 13, 25, 10, 24]","[0, 0, 38, 0, 0, 0, 0]",121,163.42555568439118
370,0,1,[21],[0],21,20.00948732246602
370,1,3,"[10, 22, 24]","[0, 0, 0]",56,56.16384545804817
370,2,8,"[11, 16, 20, 5, 6, 10, 19, 17]","[0, 0, 0, 0, 0, 37, 0, 0]",104,143.7434015438562
370,3,1,[17],[0],17,16.313297122006283
371,0,6,"[6, 12, 24, 18, 13, 11]","[0, 30, 0, 0, 0, 35]",84,148.80558776859667
371,1,11,"[12, 15, 7, 23, 5, 23, 18, 25, 18, 10, 13]","[0, 0, 0, 0, 14, 8, 0, 0, 0, 13, 0]",169,206.7924968874978
371,2,9,"[6, 24, 5, 7, 5, 13, 11, 17, 16]","[0, 0, 0, 0, 0, 0, 10, 0, 10]",104,127.31531264648783
371,3,2,"[12, 21]","[10, 0]",33,43.5360314379999
372,0,3,"[14, 24, 13]","[0, 0, 0]",51,54.804727819564725
372,1,7,"[23, 17, 22, 6, 8, 11, 19]","[0, 0, 26, 8, 0, 11, 9]",106,162.31008367900012
372,2,8,"[23, 8, 16, 5, 20, 12, 12, 9]","[33, 0, 0, 0, 0, 0, 36, 0]",105,176.67130618560608
373,0,2,"[5, 9]","[0, 0]",14,15.94347281088441
373,1,2,"[16, 25]","[43, 13]",41,95.42602311983846
373,2,2,"[14, 10]","[20, 0]",24,47.32525062426289
373,3,3,"[5, 20, 16]","[0, 0, 0]",41,44.03486340976559
373,4,3,"[9, 22, 13]","[0, 54, 0]",44,102.76851763665415
374,0,3,"[19, 18, 5]","[0, 0, 29]",42,73.76249925392364
374,1,6,"[16, 19, 19, 22, 21, 19]","[0, 0, 0, 0, 6, 0]",116,121.33831004142128
374,2,6,"[9, 9, 21, 20, 5, 13]","[49, 6, 13, 15, 0, 0]",77,157.48706268230765
374,3,2,"[15, 23]","[0, 0]",38,36.624246497789535
374,4,5,"[22, 16, 13, 16, 24]","[0, 9, 0, 37, 0]",91,141.3875453263953
375,0,12,"[16, 19, 17, 6, 5, 15, 23, 7, 14, 7, 12, 5]","[15, 0, 11, 0, 0, 0, 0, 0, 0, 37, 0, 0]",146,211.71203861709967
375,1,9,"[19, 15, 24, 18, 10, 8, 6, 14, 20]","[0, 0, 0, 0, 0, 0, 0, 0, 14]",134,148.49103144325625
375,2,12,"[5, 17, 15, 15, 12, 24, 23, 17, 21, 22, 12, 6]","[0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 40]",189,286.47628246276156
376,0,9,"[19, 14, 11, 22, 19, 6, 12, 5, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",115,115.94581011151887
376,1,5,"[10, 13, 13, 17, 11]","[0, 25, 0, 0, 0]",64,91.62653910601226
377,0,1,[12],[25],12,38.410347850529014
377,1,4,"[13, 21, 17, 9]","[0, 0, 0, 0]",60,60.647823465586626
378,0,7,"[22, 25, 12, 19, 14, 19, 7]","[0, 34, 0, 0, 0, 0, 0]",118,150.88079773198967
378,1,1,[7],[0],7,6.178859323868089
378,2,7,"[10, 9, 9, 7, 19, 23, 23]","[11, 0, 0, 0, 0, 0, 0]",100,109.01150151261317
378,3,3,"[18, 19, 7]","[0, 0, 0]",44,45.55089935138568
378,4,8,"[23, 9, 22, 17, 24, 13, 19, 25]","[0, 0, 40, 0, 0, 0, 0, 0]",152,196.240768647427
379,0,4,"[21, 22, 22, 7]","[0, 0, 0, 0]",72,71.05618779777092
379,1,9,"[23, 20, 21, 15, 14, 6, 9, 9, 25]","[0, 0, 0, 23, 0, 13, 0, 0, 0]",142,181.53617055608697
379,2,2,"[16, 22]","[26, 0]",38,61.56476437540416
379,3,4,"[14, 23, 10, 6]","[0, 0, 22, 0]",53,74.52533068497603
380,0,4,"[21, 23, 18, 24]","[0, 0, 35, 0]",86,121.27517003867231
380,1,6,"[11, 14, 15, 21, 12, 24]","[0, 21, 0, 0, 0, 39]",97,160.76043689771788
380,2,6,"[9, 7, 14, 10, 24, 19]","[0, 0, 0, 0, 0, 0]",83,84.48283684631066
381,0,10,"[25, 13, 22, 21, 15, 18, 23, 22, 13, 9]","[0, 0, 0, 0, 0, 0, 14, 0, 0, 0]",181,196.59420502239828
381,1,8,"[18, 11, 10, 7, 21, 25, 6, 5]","[9, 9, 0, 41, 14, 0, 0, 0]",103,180.0386773266061
381,2,4,"[20, 8, 10, 17]","[0, 0, 0, 12]",55,68.79907153929629
382,0,12,"[18, 19, 19, 21, 16, 23, 7, 21, 6, 12, 20, 9]","[0, 0, 0, 9, 0, 0, 0, 0, 7, 0, 0, 0]",191,204.4787337820396
382,1,2,"[11, 8]","[38, 0]",19,54.85726016786387
382,2,9,"[12, 15, 10, 19, 16, 15, 11, 24, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",136,139.12762807736945
382,3,12,"[10, 22, 18, 12, 23, 17, 14, 12, 17, 21, 5, 8]","[0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0]",179,217.8172269295032
383,0,9,"[7, 18, 25, 21, 20, 12, 20, 15, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",162,163.083212234433
383,1,4,"[25, 15, 9, 11]","[0, 0, 0, 0]",60,62.97437392059097
383,2,10,"[25, 5, 5, 18, 7, 6, 12, 14, 9, 12]","[0, 0, 0, 0, 0, 0, 0, 25, 0, 0]",113,139.25365076865177
383,3,4,"[17, 18, 15, 20]","[0, 0, 0, 0]",70,72.74048330841063
384,0,11,"[21, 8, 11, 8, 24, 9, 7, 15, 9, 13, 5]","[0, 0, 10, 0, 8, 0, 0, 11, 0, 0, 0]",130,159.06718055340232
384,1,6,"[9, 12, 6, 8, 13, 14]","[0, 0, 0, 0, 0, 0]",62,65.82087097891065
384,2,11,"[23, 24, 16, 14, 13, 5, 24, 16, 25, 10, 23]","[0, 0, 0, 6, 0, 0, 0, 0, 0, 40, 0]",193,239.4077950125394
385,0,10,"[14, 22, 5, 24, 7, 21, 11, 22, 16, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",161,159.4122416126527
385,1,12,"[9, 15, 19, 13, 7, 22, 22, 21, 18, 20, 17, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0]",191,221.04225929779506
385,2,9,"[5, 5, 21, 19, 5, 9, 11, 7, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 10]",101,115.17580090523506
385,3,6,"[15, 25, 15, 21, 21, 25]","[0, 0, 0, 0, 0, 0]",122,119.25104918864831
386,0,10,"[21, 17, 20, 13, 24, 15, 15, 16, 14, 7]","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0]",162,175.00148841767805
386,1,9,"[11, 20, 7, 18, 11, 24, 13, 13, 10]","[13, 0, 20, 0, 0, 0, 0, 0, 0]",127,157.20950013905318
386,2,9,"[25, 5, 9, 22, 23, 5, 13, 9, 11]","[55, 29, 0, 0, 13, 0, 0, 0, 0]",122,219.31981118177686
387,0,7,"[24, 19, 7, 7, 20, 6, 6]","[0, 0, 0, 0, 0, 0, 0]",89,91.38776707029562
387,1,9,"[24, 24, 18, 22, 9, 23, 6, 25, 8]","[0, 0, 0, 0, 0, 0, 9, 0, 0]",159,168.28082058696896
387,2,11,"[17, 10, 8, 21, 7, 9, 6, 17, 14, 9, 7]","[0, 48, 0, 36, 0, 0, 0, 0, 0, 0, 0]",125,210.64631223162326
387,3,11,"[11, 9, 12, 18, 17, 12, 14, 14, 24, 8, 21]","[0, 0, 0, 0, 0, 31, 10, 0, 0, 0, 37]",160,240.09924357499276
387,4,12,"[7, 6, 21, 14, 5, 12, 25, 14, 10, 13, 11, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",143,141.34961086565912
388,0,9,"[8, 11, 24, 8, 9, 24, 24, 13, 8]","[0, 0, 12, 0, 0, 0, 0, 0, 9]",129,147.64074336806883
388,1,5,"[23, 16, 22, 22, 14]","[6, 0, 0, 0, 0]",97,100.81242561671756
388,2,11,"[7, 18, 7, 13, 19, 16, 20, 19, 10, 22, 19]","[0, 0, 0, 0, 0, 0, 0, 55, 0, 11, 8]",170,243.92081031372948
388,3,6,"[15, 20, 16, 16, 6, 11]","[0, 0, 36, 0, 10, 0]",84,130.1314754526442
388,4,8,"[14, 23, 12, 15, 5, 18, 6, 15]","[0, 0, 0, 0, 0, 0, 0, 0]",108,109.75488350900793
388,5,10,"[15, 23, 12, 23, 25, 20, 10, 20, 23, 18]","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0]",189,192.53463338539734
389,0,10,"[16, 8, 19, 12, 16, 22, 9, 25, 9, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",157,154.9119319143704
389,1,3,"[6, 16, 6]","[0, 0, 0]",28,30.94154297843116
389,2,2,"[11, 8]","[0, 0]",19,19.304920609829665
389,3,3,"[6, 23, 8]","[0, 0, 0]",37,40.25712748731665
390,0,11,"[11, 14, 17, 15, 19, 19, 22, 24, 21, 15, 21]","[0, 11, 9, 7, 15, 0, 0, 15, 0, 0, 0]",198,257.04494302366265
390,1,6,"[25, 9, 22, 14, 25, 5]","[0, 0, 0, 0, 0, 0]",100,101.46233460436974
391,0,8,"[24, 6, 16, 11, 24, 18, 24, 19]","[0, 0, 0, 0, 0, 0, 0, 0]",142,139.6642551677688
391,1,12,"[20, 16, 9, 6, 23, 22, 23, 5, 18, 9, 7, 8]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11]",166,193.66483839987063
391,2,8,"[14, 16, 7, 14, 21, 10, 8, 24]","[7, 0, 0, 0, 0, 0, 23, 0]",114,144.38097674795475
391,3,8,"[24, 9, 22, 5, 10, 25, 25, 10]","[0, 0, 0, 34, 0, 0, 0, 0]",130,162.74283835953042
392,0,1,[6],[0],6,3.488358940886469
392,1,6,"[12, 17, 24, 7, 18, 22]","[0, 0, 0, 0, 0, 0]",100,97.87421562906152
392,2,4,"[18, 12, 23, 14]","[0, 0, 0, 0]",67,66.08747451441835
392,3,10,"[8, 22, 21, 8, 9, 23, 19, 13, 14, 13]","[0, 0, 0, 0, 0, 0, 30, 0, 0, 0]",150,180.09915050096146
392,4,4,"[7, 13, 10, 8]","[0, 36, 0, 0]",38,72.44310666171359
393,0,7,"[7, 8, 5, 11, 12, 7, 21]","[0, 0, 0, 0, 0, 0, 0]",71,69.92846491721751
393,1,6,"[20, 18, 19, 8, 13, 17]","[0, 0, 0, 0, 0, 0]",95,96.81993497433366
393,2,3,"[22, 17, 16]","[0, 0, 0]",55,56.04561216945137
394,0,9,"[11, 14, 16, 5, 5, 13, 15, 16, 20]","[0, 37, 0, 0, 0, 7, 0, 0, 0]",115,159.3522147459508
394,1,11,"[10, 5, 24, 7, 18, 23, 18, 17, 16, 8, 5]","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",151,157.92320461024332
394,2,9,"[15, 20, 19, 5, 22, 21, 15, 20, 23]","[0, 0, 0, 0, 0, 0, 0, 31, 6]",160,196.1920698479405
394,3,11,"[10, 21, 6, 7, 23, 10, 23, 14, 14, 17, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]",152,164.4867136766697
394,4,12,"[13, 22, 21, 14, 22, 10, 19, 17, 15, 18, 21, 11]","[0, 0, 0, 15, 59, 0, 0, 6, 0, 0, 0, 0]",203,282.22527286728547
394,5,3,"[7, 20, 15]","[0, 0, 5]",42,46.33877439253935
395,0,5,"[7, 10, 15, 21, 12]","[30, 0, 0, 0, 30]",65,124.20069654392107
395,1,7,"[6, 21, 20, 15, 24, 6, 21]","[5, 0, 14, 0, 0, 0, 0]",113,132.54117532896637
395,2,8,"[8, 23, 12, 13, 25, 8, 20, 11]","[0, 0, 40, 0, 0, 0, 0, 29]",120,191.8885912460732
395,3,4,"[8, 15, 7, 13]","[10, 0, 7, 0]",43,58.4651438643193
395,4,6,"[13, 8, 21, 19, 6, 6]","[0, 0, 0, 0, 0, 25]",73,97.18252652831363
396,0,10,"[6, 9, 15, 20, 13, 25, 17, 24, 20, 19]","[27, 0, 0, 0, 0, 9, 34, 0, 0, 0]",168,241.0218919196751
396,1,4,"[14, 20, 10, 25]","[0, 0, 0, 0]",69,70.15849334759008
397,0,10,"[24, 21, 15, 13, 14, 24, 11, 18, 13, 10]","[0, 0, 0, 0, 0, 0, 47, 0, 0, 0]",163,208.75373123203454
397,1,5,"[25, 20, 23, 14, 20]","[0, 0, 0, 0, 0]",102,101.19012177686652
397,2,6,"[24, 16, 12, 22, 13, 15]","[0, 0, 0, 0, 0, 0]",102,100.13150650159984
397,3,9,"[10, 21, 15, 24, 25, 24, 17, 18, 10]","[0, 0, 9, 28, 0, 0, 0, 0, 0]",164,201.7922588909378
397,4,5,"[24, 17, 21, 23, 17]","[0, 0, 0, 0, 0]",102,101.55465984872686
397,5,1,[24],[0],24,22.327762572626824
398,0,2,"[8, 11]","[0, 0]",19,17.956594468096668
398,1,10,"[16, 25, 14, 5, 5, 21, 24, 7, 19, 22]","[0, 0, 0, 0, 0, 0, 36, 5, 0, 13]",158,210.6604379535891
399,0,7,"[7, 18, 10, 25, 5, 23, 22]","[0, 0, 0, 0, 0, 0, 0]",110,112.26971124613203
399,1,12,"[24, 10, 10, 14, 20, 15, 17, 6, 17, 13, 21, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 23]",172,218.4350933119232
399,2,11,"[19, 6, 19, 5, 17, 25, 5, 11, 18, 23, 13]","[7, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0]",161,189.191073829674
399,3,11,"[13, 9, 25, 15, 8, 8, 6, 10, 25, 18, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",162,162.4092819473633
399,4,10,"[7, 20, 17, 15, 8, 5, 5, 23, 12, 22]","[0, 0, 5, 8, 0, 0, 7, 0, 0, 0]",134,158.47287594928952
400,0,5,"[14, 6, 16, 24, 20]","[0, 0, 0, 0, 0]",80,83.03323893395111
400,1,11,"[25, 18, 10, 6, 19, 23, 5, 24, 9, 16, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]",180,200.7340214997856
400,2,10,"[10, 19, 25, 6, 23, 23, 8, 25, 24, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7]",175,181.56290592919683
400,3,1,[5],[0],5,8.192540316802159
401,0,7,"[25, 10, 6, 25, 13, 23, 15]","[0, 0, 0, 0, 0, 0, 0]",117,115.87013196184655
401,1,11,"[8, 25, 17, 7, 11, 25, 14, 14, 11, 8, 12]","[0, 0, 14, 0, 0, 15, 0, 0, 0, 0, 0]",152,181.09689928100875
401,2,3,"[24, 9, 14]","[0, 0, 0]",47,46.833941859898005
401,3,12,"[12, 7, 14, 13, 16, 6, 12, 8, 24, 10, 23, 9]","[32, 0, 0, 38, 0, 0, 0, 0, 30, 0, 0, 5]",154,261.8104200990143
401,4,2,"[7, 25]","[42, 0]",32,76.85140249909314
402,0,4,"[15, 15, 11, 15]","[37, 30, 37, 0]",56,162.8015152766098
402,1,2,"[14, 7]","[0, 32]",21,56.764374689382464
402,2,10,"[15, 8, 16, 5, 20, 23, 19, 8, 5, 19]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138,143.12323469607597
402,3,8,"[18, 9, 7, 6, 17, 6, 25, 24]","[0, 0, 14, 0, 0, 0, 0, 0]",112,124.33634376373051
403,0,11,"[5, 13, 15, 23, 8, 18, 9, 18, 17, 11, 20]","[0, 0, 7, 0, 0, 0, 0, 10, 0, 0, 0]",157,176.93273775867095
403,1,3,"[10, 12, 21]","[0, 9, 0]",43,54.95483696528747
404,0,2,"[8, 7]","[0, 13]",15,27.57436143298292
404,1,11,"[15, 15, 6, 17, 13, 24, 20, 18, 11, 7, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",170,171.83311815484856
404,2,4,"[24, 11, 6, 24]","[52, 5, 0, 10]",65,134.67699309722593
404,3,1,[5],[0],5,4.634850118762244
404,4,12,"[15, 16, 19, 13, 21, 20, 18, 11, 22, 13, 19, 11]","[0, 0, 0, 11, 33, 0, 0, 0, 0, 0, 0, 0]",198,241.9493828255511
405,0,6,"[10, 14, 10, 23, 10, 12]","[0, 0, 0, 0, 0, 20]",79,99.43169401376511
405,1,12,"[14, 23, 14, 9, 18, 19, 5, 15, 10, 7, 6, 24]","[31, 8, 0, 0, 0, 0, 0, 14, 0, 0, 43, 0]",164,264.9576356798972
405,2,2,"[10, 17]","[0, 0]",27,24.59053085280047
406,0,10,"[19, 24, 21, 10, 15, 8, 5, 11, 24, 19]","[0, 0, 11, 0, 0, 0, 0, 12, 0, 9]",156,189.32957784693562
406,1,10,"[22, 22, 5, 13, 6, 22, 14, 11, 9, 11]","[8, 0, 0, 0, 8, 0, 10, 0, 5, 0]",135,169.53669556142418
406,2,1,[12],[0],12,12.8526211829249
407,0,8,"[10, 8, 25, 8, 17, 11, 19, 18]","[0, 0, 0, 11, 0, 0, 0, 0]",116,125.9102612874261
407,1,2,"[17, 10]","[0, 0]",27,31.907998016617277
407,2,8,"[9, 22, 9, 18, 8, 22, 20, 23]","[0, 0, 44, 0, 0, 0, 0, 0]",131,177.9643936469012
407,3,1,[8],[28],8,37.8726754921149
408,0,7,"[8, 20, 17, 6, 15, 19, 16]","[0, 56, 0, 0, 29, 26, 0]",101,209.9842287898709
408,1,3,"[17, 7, 17]","[0, 9, 15]",41,69.38754872363876
408,2,3,"[17, 24, 7]","[0, 0, 0]",48,47.422877443575345
409,0,2,"[15, 21]","[0, 0]",36,36.39088295814496
409,1,10,"[16, 12, 17, 22, 16, 23, 13, 21, 18, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 24]",166,192.68938560152296
409,2,8,"[18, 19, 12, 14, 21, 23, 5, 25]","[0, 42, 0, 0, 0, 0, 0, 0]",137,182.6541133538676
409,3,12,"[23, 8, 8, 17, 23, 10, 12, 7, 24, 15, 17, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0]",185,198.2171220988782
409,4,7,"[13, 21, 24, 25, 22, 21, 19]","[10, 0, 0, 0, 15, 0, 0]",145,173.09585014294
410,0,11,"[24, 16, 21, 22, 16, 11, 14, 13, 18, 15, 25]","[0, 0, 14, 0, 0, 0, 24, 0, 22, 0, 0]",195,256.40311410856543
410,1,2,"[9, 16]","[0, 0]",25,25.633521985386334
410,2,2,"[5, 14]","[0, 0]",19,22.50277053934745
411,0,11,"[16, 21, 16, 7, 24, 14, 8, 16, 12, 14, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",170,168.6442407644235
411,1,12,"[17, 9, 22, 5, 13, 16, 16, 22, 24, 14, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",168,172.1799313944314
411,2,2,"[13, 14]","[0, 0]",27,24.940827379661954
411,3,8,"[13, 14, 21, 23, 13, 15, 16, 9]","[0, 0, 0, 0, 27, 32, 39, 0]",124,219.95012662497166
411,4,10,"[25, 12, 7, 11, 18, 22, 21, 10, 25, 14]","[0, 0, 0, 0, 0, 0, 0, 15, 20, 0]",165,197.81940365008225
412,0,1,[16],[6],16,25.641559318132575
412,1,7,"[7, 7, 18, 24, 18, 20, 14]","[0, 0, 0, 0, 58, 0, 0]",108,164.44988655801893
412,2,11,"[15, 20, 17, 5, 16, 22, 5, 14, 14, 23, 14]","[6, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0]",165,181.49796764782963
412,3,3,"[12, 25, 6]","[0, 0, 29]",43,75.98647073085445
413,0,12,"[5, 20, 24, 12, 18, 25, 22, 16, 11, 7, 20, 5]","[0, 26, 7, 0, 0, 37, 0, 0, 0, 0, 0, 0]",185,259.2325484952105
413,1,7,"[16, 16, 24, 19, 10, 11, 25]","[11, 42, 0, 0, 0, 0, 0]",121,178.49846753712586
413,2,6,"[23, 24, 5, 15, 6, 21]","[0, 0, 0, 0, 0, 9]",94,101.2534635853888
413,3,7,"[7, 20, 25, 11, 11, 18, 15]","[0, 0, 0, 0, 27, 0, 0]",107,138.96366225993083
413,4,11,"[8, 12, 14, 14, 19, 16, 24, 7, 24, 22, 19]","[53, 0, 0, 0, 0, 20, 0, 0, 0, 0, 39]",179,292.50243149904753
